timestamp_stop,shape_id,cls,instance,points
1532402927616,2,1,0,[[720.0 533.0][720.0 509.0][720.0 482.0][728.0 458.0][745.0 454.0][782.0 455.0][787.0 458.0][790.0 467.0][795.0 486.0][796.0 504.0][796.0 518.0][795.0 533.0]]
1532402927616,3,1,0,[[949.0 511.0][947.0 507.0][947.0 499.0][946.0 490.0][942.0 489.0][941.0 482.0][943.0 474.0][946.0 466.0][953.0 463.0][963.0 463.0][969.0 465.0][975.0 468.0][983.0 469.0][991.0 471.0][996.0 479.0][998.0 488.0][1000.0 496.0][999.0 508.0][991.0 509.0]]
1532402927616,4,1,0,[[1158.0 556.0][1127.0 546.0][1122.0 537.0][1122.0 526.0][1122.0 519.0][1103.0 519.0][1082.0 519.0][1067.0 518.0][1060.0 513.0][1058.0 506.0][1057.0 497.0][1057.0 484.0][1057.0 470.0][1059.0 460.0][1067.0 453.0][1080.0 452.0][1096.0 452.0][1109.0 453.0][1115.0 461.0][1117.0 480.0][1127.0 483.0][1130.0 501.0][1136.0 490.0][1145.0 478.0][1155.0 468.0][1173.0 465.0][1192.0 465.0][1210.0 464.0][1229.0 466.0][1241.0 470.0][1248.0 481.0][1253.0 492.0][1256.0 505.0][1259.798 518.0][1260.199 536.401][1257.0 552.0][1254.0 559.0]]
1532402927616,5,1,0,[[844.0 502.0][838.0 500.0][828.205 489.006][820.003 501.395][813.404 505.193][806.0 492.0][805.0 480.0][803.0 466.0][808.0 457.0][817.0 457.0][821.0 462.0][830.0 468.0][834.0 464.0][837.0 457.0][844.0 462.0][847.0 468.0][848.0 480.0][847.0 490.0]]
1532402927620,1,0,0,[[0.0 0.0][1600.0 0.0][1600.0 900.0][0.0 900.0]]
1532402927620,2,1,0,[[714.0 542.0][709.0 535.0][707.0 520.0][708.0 496.0][708.0 490.0][703.0 485.0][708.0 482.0][715.0 468.0][722.0 459.0][737.0 457.0][776.0 457.0][785.0 460.0][791.0 473.0][793.0 489.0][794.0 540.0]]
1532402927620,3,1,0,[[968.997 513.199][964.0 507.0][964.0 499.0][964.0 494.0][955.0 493.0][955.0 483.0][957.0 475.0][962.0 471.0][973.0 469.0][981.0 469.0][989.0 472.0][999.0 472.0][1008.0 474.0][1012.0 483.0][1016.0 495.0][1016.0 505.0][1016.0 513.0]]
1532402927620,4,1,0,[[1100.0 525.0][1091.0 520.0][1091.0 506.0][1089.0 492.0][1089.0 481.0][1094.0 466.0][1101.0 458.0][1109.0 454.0][1128.0 454.0][1145.0 456.0][1151.0 464.0][1152.0 476.0][1152.0 482.0][1161.0 486.0][1164.0 495.0][1161.0 508.0][1159.0 513.0][1157.0 520.0][1155.0 526.0]]
1532402927620,5,1,0,[[1179.0 560.0][1173.0 556.0][1171.0 538.0][1174.0 520.0][1180.0 508.0][1188.0 497.0][1197.0 481.0][1207.0 474.0][1222.0 471.0][1244.0 468.0][1266.0 468.0][1291.0 469.0][1307.398 469.401][1320.398 478.0][1324.599 494.0][1330.0 509.0][1335.0 520.0][1337.0 535.0][1337.0 550.0][1333.0 562.0][1329.0 572.0][1236.0 575.0]]
1532402927620,6,1,0,[[1186.0 508.0][1158.0 508.0][1152.0 491.0][1156.0 483.0][1165.0 476.0][1180.0 474.0][1190.0 475.0][1199.0 479.0][1209.0 487.0]]
1532402927620,7,1,0,[[856.0 508.0][851.0 506.0][845.0 500.0][837.0 502.0][832.0 505.0][822.0 506.0][808.0 506.0][806.0 501.0][803.0 488.0][804.0 480.0][812.0 471.0][814.0 465.0][821.0 460.0][827.0 459.0][833.0 465.0][840.0 473.0][845.0 468.0][847.0 461.0][853.0 461.0][857.0 468.0][862.0 477.0][859.0 498.0]]
1532402927624,1,0,0,[[0.0 0.0][1600.0 0.0][1600.0 900.0][0.0 900.0]]
1532402927624,2,1,0,[[703.0 543.0][692.0 534.0][689.0 509.0][690.0 494.0][694.0 486.0][687.0 484.0][690.0 478.0][697.0 476.0][706.0 459.0][716.0 454.0][750.199 454.0][781.0 455.0][787.0 483.0][790.0 507.0][789.0 527.0][786.0 542.0]]
1532402927624,3,1,0,[[981.0 506.0][979.0 500.0][979.0 493.0][970.0 492.0][967.0 484.0][972.0 472.0][976.0 466.0][987.0 466.0][995.0 464.0][1005.0 465.0][1019.0 466.0][1025.0 472.0][1028.0 479.0][1030.0 487.0][1030.0 496.0][1030.0 503.0][1030.0 508.0]]
1532402927624,4,1,0,[[1134.0 523.0][1127.0 518.0][1125.0 506.0][1126.0 491.0][1126.0 476.0][1127.0 463.0][1131.0 451.0][1145.0 448.0][1187.0 449.0][1188.0 459.0][1190.0 469.0][1192.0 479.0][1198.0 482.0][1198.0 491.0][1195.0 502.0][1193.0 508.0][1193.0 518.0][1189.0 523.0]]
1532402927624,5,1,0,[[1225.0 563.0][1219.0 557.0][1217.0 548.0][1217.0 533.0][1222.0 518.0][1226.0 506.0][1237.0 496.0][1248.0 481.0][1256.0 471.0][1269.0 466.0][1287.0 464.0][1314.0 463.0][1343.0 463.0][1361.0 463.0][1379.0 466.0][1389.0 473.0][1397.0 493.0][1404.0 509.0][1407.0 526.0][1410.0 538.0][1409.0 554.0][1407.0 564.0][1403.0 572.0][1400.0 580.0][1284.0 582.0]]
1532402927624,6,1,0,[[1227.0 507.0][1204.0 506.0][1198.0 499.0][1197.0 490.0][1202.0 477.0][1214.0 472.0][1229.0 470.0][1242.0 470.0][1253.0 472.0][1256.0 487.0][1242.0 505.0]]
1532402927624,7,1,0,[[846.0 503.0][837.0 504.0][831.0 501.0][822.0 498.0][817.0 505.0][810.0 502.0][810.0 491.0][810.0 477.0][814.0 467.0][819.0 462.0][825.0 460.0][834.0 452.0][839.0 452.0][843.0 461.0][850.0 465.0][853.0 461.0][856.0 455.0][863.0 457.0][870.0 468.0][874.0 480.0][870.0 493.0][865.0 506.0][858.0 502.0][855.0 495.0][855.0 488.0][848.0 488.0]]
1532402927628,1,0,0,[[0.0 0.0][1600.0 0.0][1600.0 900.0][0.0 900.0]]
1532402927628,2,1,0,[[685.0 554.0][675.0 546.0][668.0 542.0][666.0 519.0][666.0 503.0][669.0 494.0][666.0 488.0][671.0 483.0][678.0 473.0][686.0 461.0][705.0 459.0][730.0 458.0][750.0 458.0][766.0 459.0][774.0 464.0][776.0 483.0][778.0 509.0][778.0 530.0][776.0 540.0][773.0 549.0][767.0 553.0]]
1532402927628,3,1,0,[[999.401 508.199][995.801 507.199][996.0 499.0][983.0 498.0][984.0 487.0][987.0 478.0][991.0 474.0][999.0 473.0][1009.0 470.0][1020.0 470.0][1031.0 471.0][1040.0 473.0][1045.0 479.0][1047.0 486.0][1047.0 494.0][1048.0 503.0][1046.0 510.798][1009.0 510.0]]
1532402927628,4,1,0,[[1176.0 530.0][1173.0 523.0][1172.0 511.0][1172.0 497.0][1170.0 483.0][1170.0 467.0][1180.0 455.0][1193.0 454.0][1209.0 453.0][1226.0 453.0][1237.0 455.0][1241.0 468.0][1241.0 482.0][1242.0 494.0][1242.0 506.0][1238.0 514.0][1241.0 525.0][1241.0 533.0][1186.0 533.0]]
1532402927628,5,1,0,[[1281.0 577.0][1275.0 572.0][1273.0 562.0][1271.0 554.0][1272.0 536.0][1275.0 526.0][1282.0 515.0][1278.0 508.0][1275.0 496.0][1279.0 487.0][1290.0 483.0][1302.0 478.0][1315.0 478.0][1331.0 472.0][1348.0 472.0][1368.0 470.0][1386.0 470.0][1411.0 472.0][1437.0 472.0][1456.0 475.0][1466.0 479.0][1471.0 491.0][1477.0 504.0][1483.0 516.0][1487.0 524.0][1489.0 538.0][1492.0 549.0][1492.0 564.0][1492.0 577.0][1483.0 587.0][1477.0 596.0][1460.0 601.0][1354.0 599.0]]
1532402927628,6,1,0,[[882.0 515.0][875.0 515.0][870.0 511.0][866.0 503.0][864.0 493.0][860.0 494.0][859.0 505.0][853.0 509.0][848.0 507.0][846.0 497.0][841.0 496.0][838.0 506.0][830.0 511.0][823.0 509.0][821.0 496.0][819.0 486.0][821.0 477.0][826.0 470.0][833.0 466.0][845.0 463.0][852.0 460.0][861.0 461.0][865.0 470.0][868.0 467.0][871.0 460.0][878.0 463.0][883.0 472.0][884.0 490.0]]
1532402927632,1,0,0,[[0.0 0.0][1600.0 0.0][1600.0 900.0][0.0 900.0]]
1532402927632,2,1,0,[[654.0 553.0][632.0 540.0][627.0 533.0][627.0 515.0][629.0 498.0][630.0 487.0][624.0 486.0][628.0 476.0][636.0 476.0][642.0 460.0][651.0 453.0][668.0 450.0][693.0 448.0][718.0 449.0][741.0 450.0][749.0 458.0][756.0 472.0][758.0 505.0][758.0 532.0][753.0 537.0][749.0 547.0][745.0 552.0][665.0 555.0]]
1532402927632,3,1,0,[[1021.0 502.0][1013.0 500.0][1013.401 494.398][1000.202 493.199][1001.0 481.0][1004.0 472.0][1012.0 468.0][1019.0 469.0][1027.0 465.0][1038.0 463.798][1050.0 465.0][1057.0 468.0][1062.798 479.0][1065.0 487.599][1064.401 495.599][1063.0 503.0][1054.0 502.0]]
1532402927632,4,1,0,[[1238.0 532.0][1235.0 524.0][1236.0 512.0][1233.0 497.0][1233.0 478.0][1236.0 457.0][1245.0 451.0][1260.0 449.0][1284.0 450.0][1305.0 451.0][1311.0 464.0][1314.0 479.0][1314.0 491.0][1314.0 502.0][1313.0 513.0][1311.0 529.0][1300.0 533.0]]
1532402927632,5,1,0,[[1342.0 580.0][1333.0 576.0][1329.0 560.0][1327.0 551.0][1333.0 533.0][1338.0 521.0][1344.0 511.0][1341.0 508.0][1344.0 500.0][1355.0 500.0][1363.0 490.0][1376.0 478.0][1394.0 469.0][1410.0 467.0][1434.0 464.0][1461.0 464.0][1490.0 464.0][1516.0 464.0][1536.0 467.0][1549.0 475.0][1555.0 485.0][1562.0 500.0][1571.0 513.0][1574.0 523.0][1576.0 536.0][1576.0 548.0][1578.0 561.0][1579.0 570.0][1576.0 582.0][1570.0 590.0][1564.0 595.0][1562.0 599.0][1554.0 604.0][1441.0 605.0]]
1532402927632,6,1,0,[[894.0 514.0][886.0 512.0][884.0 502.0][884.0 499.0][885.0 490.0][879.0 486.0][875.0 495.0][870.0 505.0][864.0 508.0][857.0 505.0][849.0 502.0][844.0 506.0][836.0 509.0][824.0 511.0][820.0 505.0][813.0 503.0][813.0 489.0][815.0 474.0][820.0 467.0][823.0 459.0][834.0 457.0][845.0 457.0][853.0 457.0][858.0 462.0][864.0 456.0][869.0 451.0][875.0 454.0][881.0 462.0][884.0 468.0][892.0 464.0][893.0 457.0][897.0 457.0][899.0 468.0][900.0 477.0][899.0 503.0]]
1532402927635,1,0,0,[[0.0 0.0][1600.0 0.0][1600.0 900.0][0.0 900.0]]
1532402927635,2,1,0,[[617.0 563.0][597.0 554.0][586.0 548.0][581.0 536.0][579.0 519.0][581.0 504.0][584.0 495.0][588.0 489.0][583.0 486.0][587.0 479.0][593.0 479.0][597.0 469.0][603.0 460.0][617.0 453.0][633.599 451.0][661.0 452.0][692.0 452.0][710.0 455.0][716.0 459.0][722.0 473.0][726.0 491.0][730.0 507.0][730.0 525.0][728.0 545.0][723.0 548.0][719.0 558.0][712.0 561.0][626.0 565.0]]
1532402927635,3,1,0,[[1037.0 506.0][1031.0 503.0][1031.0 499.0][1027.401 497.997][1021.0 499.199][1016.599 501.994][1018.0 487.0][1021.0 478.0][1026.0 474.0][1035.0 474.0][1042.0 476.0][1046.0 472.0][1055.0 472.0][1068.0 472.0][1076.0 478.0][1079.0 486.0][1080.0 496.0][1080.0 501.0][1078.0 507.0]]
1532402927635,4,1,0,[[1316.0 536.0][1310.0 530.0][1310.0 523.0][1310.0 514.0][1305.0 512.0][1304.0 494.0][1306.0 473.0][1308.0 459.0][1320.0 454.0][1338.0 454.0][1358.0 454.0][1380.0 456.0][1389.0 459.0][1394.0 466.0][1398.0 479.0][1400.0 490.0][1400.0 503.0][1400.0 516.0][1397.0 531.0][1380.0 536.0][1370.0 537.0]]
1532402927635,5,1,0,[[1474.401 607.199][1389.0 582.0][1383.0 574.0][1380.0 567.0][1378.0 556.0][1379.0 544.0][1384.0 531.0][1390.0 517.0][1389.0 510.0][1396.0 502.0][1406.0 502.0][1415.0 491.0][1431.0 476.0][1449.0 470.0][1479.0 466.0][1507.0 465.0][1538.0 465.0][1564.0 465.0][1585.0 467.0][1600.997 468.0][1600.997 611.0]]
1532402927635,6,1,0,[[910.0 523.0][901.0 523.0][899.0 506.801][899.0 495.0][893.0 498.0][894.0 507.0][887.0 511.0][882.196 524.988][869.0 513.0][857.0 512.0][850.0 519.0][844.0 516.0][841.0 508.0][837.0 498.0][834.0 492.0][834.0 480.0][837.0 466.0][843.0 460.0][850.0 463.0][858.0 462.0][866.0 459.0][881.0 457.0][889.0 456.0][896.0 456.0][901.0 462.0][904.0 459.0][912.0 454.0][915.0 466.0][917.0 478.0][914.0 497.0]]
