timestamp_stop,shape_id,cls,instance,points
1532402927608,24,58,0,[[-20.339 931.983][-2.169 243.78][123.0 235.0][274.0 232.0][384.0 223.0][413.186 213.492][431.797 209.712][450.186 201.627][468.746 196.322][494.695 212.746][506.305 221.831][496.356 189.763][521.831 177.814][536.915 187.983][548.864 215.136][549.0 223.0][562.39 219.61][580.864 211.271][599.424 208.407][617.898 199.458][635.288 191.153][642.203 203.017][642.254 212.797][650.339 221.61][645.0 223.0][655.0 228.0][655.0 247.0][657.0 267.0][667.0 269.0][677.475 266.831][684.475 263.966][690.695 256.661][696.441 252.356][710.0 224.492][726.525 224.797][770.339 250.356][761.915 265.136][752.441 276.051][741.915 275.881][730.051 286.407][762.0 316.0][771.0 284.0][788.0 276.0][810.0 272.0][838.864 280.915][850.169 286.22][871.034 294.305][889.254 296.525][907.695 301.22][930.0 299.525][955.085 307.831][967.78 321.356][975.559 332.0][974.0 330.0][984.746 330.508][991.0 333.0][998.0 331.831][1014.78 336.78][1027.0 320.0][1060.169 311.22][1073.78 322.915][1096.254 323.61][1109.644 341.61][1124.559 352.22][1138.169 353.441][1149.0 357.0][1166.0 354.0][1201.0 328.0][1235.0 320.0][1252.0 301.0][1255.0 279.0][1271.0 266.0][1286.0 262.0][1301.0 245.0][1316.0 240.0][1359.0 240.0][1379.0 227.0][1417.729 219.864][1457.203 209.508][1476.034 186.0][1503.373 153.678][1523.593 143.559][1552.424 150.559][1576.034 172.458][1598.119 213.441][1616.644 215.0][1626.814 923.424]]
1532402927608,25,13,0,[[-8.864 -1.695][455.881 -1.78][442.322 81.169][447.272 145.085][450.186 145.492][438.847 154.186][424.458 157.102][425.102 196.0][419.492 250.169][420.0 505.0][1.0 550.0]]
1532402927608,26,13,0,[[1070.644 467.203][1089.0 328.0][1105.0 333.0][1128.0 332.0][1158.949 328.305][1155.254 292.915][1206.449 279.216][1180.559 294.78][1189.0 286.0][1218.475 279.475][1240.085 258.39][1261.898 241.695][1255.169 228.39][1293.119 206.746][1300.78 211.441][1371.068 211.441][1380.373 230.085][1415.153 258.729][1598.0 264.0][1598.0 511.0][1296.475 494.356][1185.559 482.22]]
1532402927608,27,13,0,[[1601.0 652.0][1123.0 523.0][1122.0 486.0][1206.0 494.0][1306.0 501.0][1425.0 513.0][1481.0 516.0][1506.0 510.0][1567.0 508.0][1598.0 515.0]]
1532402927608,28,57,0,[[0.0 923.508][-7.475 680.475][-2.559 618.186][159.118 603.22][422.779 572.305][575.729 546.475][677.83 525.254][731.305 509.39][844.915 524.78][887.78 525.39][894.78 490.695][1012.593 498.085][1130.033 531.779][1289.085 568.525][1447.085 611.22][1606.169 655.305][1606.169 908.254]]
1532402927608,29,7,1,[[332.0 686.0][269.0 659.0][154.0 681.0][0.0 703.0][-1.0 27.0][130.0 27.0][308.0 161.0][434.78 240.305][499.305 294.915][532.0 430.0][547.0 477.0][533.0 579.0][452.0 630.0][381.0 645.0][372.0 676.0][361.0 686.0][342.0 688.0]]
1532402927608,30,13,0,[[542.22 446.78][594.305 443.695][627.0 451.78][645.0 469.0][720.0 471.0][718.0 494.0][547.169 487.39]]
1532402927608,31,13,0,[[488.0 627.0][487.39 606.0][498.0 603.0][498.0 454.0][544.0 454.0][544.0 600.0][554.0 608.0][557.0 628.0]]
1532402927608,32,0,1,[[554.0 481.0][552.0 462.0][564.0 452.0][579.0 452.0][583.0 471.0][586.0 498.0][586.0 530.0][586.0 571.0][581.0 598.0][584.0 623.0][557.0 625.0][559.0 598.0][550.0 564.0][547.0 533.0][545.0 494.0]]
1532402927608,33,0,3,[[815.0 500.0][813.0 479.0][820.0 457.0][823.0 471.0][823.0 501.0]]
1532402927608,34,0,2,[[794.0 498.0][793.0 474.0][798.305 458.39][805.0 472.0][801.0 496.0]]
1532402927608,35,2,6,[[722.0 525.39][720.22 461.0][781.0 457.0][788.0 488.0][787.695 528.0]]
1532402927608,36,2,5,[[913.0 516.0][913.0 493.0][922.0 471.0][955.0 467.0][964.0 489.0][966.0 520.0]]
1532402927608,37,2,4,[[1054.0 537.0][1040.0 530.0][1035.0 498.0][1047.0 483.0][1061.0 471.0][1086.0 464.0][1110.0 469.0][1122.0 503.0][1120.0 538.0]]
1532402927608,38,7,2,[[1028.0 520.0][1003.0 516.0][998.0 489.0][1000.0 459.0][1025.0 455.0][1047.0 457.0][1059.0 460.915][1044.0 479.0][1033.0 505.0]]
1532402927608,39,9,0,[[857.0 452.0][859.0 430.0][874.0 430.0][871.0 455.0]]
1532402927608,40,9,0,[[913.0 410.0][911.0 386.0][927.0 386.0][928.0 410.0]]
1532402927608,41,2,3,[[1337.0 505.0][1316.0 501.0][1323.0 493.0][1342.0 491.0][1354.0 486.0][1372.0 483.0][1388.0 493.0][1408.0 496.0][1400.0 513.0]]
1532402927608,42,2,2,[[1427.0 508.0][1401.0 503.0][1416.0 496.0][1437.0 496.0][1452.0 493.0][1472.0 488.0][1491.0 491.0][1501.0 505.0][1494.0 520.0][1467.0 516.0]]
1532402927608,43,2,1,[[1527.0 518.0][1511.0 511.0][1512.78 499.475][1533.0 493.0][1552.0 494.0][1564.0 488.0][1594.0 488.0][1594.0 515.0][1559.0 523.0]]
1532402927616,23,19,0,[[391.452 638.142][485.026 595.097][525.0 574.0][674.0 534.0][970.381 552.336][1021.0 552.0][1057.981 559.858][1271.078 565.478][1595.0 639.0][1597.0 897.0][2.0 894.0][4.619 792.787]]
1532402927616,34,0,0,[[832.0 496.0][829.78 472.695][838.0 459.0][845.085 470.305][845.0 497.78]]
1532402927616,35,0,0,[[808.0 496.0][811.0 471.0][808.0 452.0][816.0 452.0][816.0 474.0][818.0 491.0][815.0 494.0]]
1532402927616,36,9,0,[[886.0 447.0][883.0 415.0][903.0 415.0][903.0 445.0]]
1532402927616,37,9,0,[[945.0 401.0][942.0 374.0][957.0 372.0][959.0 403.0]]
1532402927616,38,30,0,[[-1.0 1.0][1601.085 -0.695][1606.475 901.695][-2.695 910.949][0.881 382.797]]
1532402927616,39,58,0,[[-20.339 931.983][-2.169 243.78][123.0 235.0][274.0 232.0][309.424 194.187][321.661 160.95][375.865 174.119][406.118 189.762][394.169 196.322][320.119 95.797][343.593 84.543][418.39 120.272][391.323 59.17][423.356 60.865][482.762 110.051][520.186 107.746][552.221 102.66][567.305 75.677][590.95 79.593][609.424 135.051][623.424 153.865][626.949 175.898][628.695 200.933][638.475 201.271][648.39 199.271][655.0 189.017][661.78 167.339][677.339 144.966][695.813 123.238][716.458 117.678][731.932 147.017][761.881 151.577][760.848 176.085][745.593 193.984][724.83 209.543][711.017 243.577][702.593 266.83][716.848 291.305][733.44 297.915][752.086 301.661][765.39 304.136][777.779 290.779][784.61 272.61][798.136 256.745][835.474 255.492][863.728 259.102][882.899 267.186][901.118 279.576][919.559 274.102][946.949 275.796][960.17 282.408][988.119 290.848][1012.847 316.746][999.424 311.356][1020.339 325.423][1026.593 322.83][1043.762 325.051][1046.983 326.611][1054.118 314.915][1070.338 306.136][1095.814 300.881][1123.373 313.441][1135.068 326.356][1149.983 336.966][1165.288 338.187][1167.644 341.746][1181.254 348.915][1216.254 350.033][1240.085 343.729][1270.644 336.593][1292.288 324.763][1315.068 313.458][1328.373 263.695][1346.763 253.475][1366.847 231.525][1386.119 214.576][1417.983 220.22][1426.204 196.135][1460.593 178.999][1482.814 194.474][1520.322 179.102][1540.543 172.372][1572.763 181.068][1591.288 172.458][1603.204 179.543][1609.864 179.407][1626.814 923.424]]
1532402927616,40,13,0,[[-8.864 -1.695][350.797 3.305][367.746 48.965][320.154 62.034][316.288 91.255][316.813 120.288][314.288 152.017][304.763 199.39][290.679 251.864][260.678 508.39][1.0 550.0]]
1532402927616,41,13,0,[[1124.881 472.288][1116.119 328.0][1133.814 326.22][1141.559 328.61][1158.949 328.305][1184.067 313.254][1206.449 279.216][1195.813 303.255][1189.0 286.0][1218.475 279.475][1260.424 258.39][1294.101 241.695][1322.965 221.61][1320.238 201.662][1355.018 177.543][1457.508 184.322][1380.373 230.085][1415.153 258.729][1598.0 264.0][1598.0 511.0][1337.153 485.881][1212.678 465.271]]
1532402927616,42,57,0,[[0.0 923.508][-21.034 719.458][-9.339 696.152][243.864 635.423][454.982 587.559][580.814 556.644][686.305 535.423][671.983 504.306][741.525 499.357][923.373 535.559][935.458 490.695][1022.763 486.221][1189.355 519.915][1317.899 561.745][1492.847 599.356][1646.847 631.576][1606.169 908.254]]
1532402927616,43,13,0,[[1257.0 533.0][1252.0 484.0][1284.0 481.0][1340.0 484.0][1350.0 500.0][1593.0 518.0][1596.0 618.0]]
1532402927616,45,7,1,[[3.0 193.0][45.61 213.39][91.0 255.0][122.0 344.0][149.0 455.0][152.0 557.0][147.0 638.0][123.0 664.0][111.0 701.0][96.0 733.0][66.0 793.0][77.0 828.0][96.0 835.0][100.0 866.0][37.0 900.0][-1.0 903.0]]
1532402927616,46,7,2,[[1059.0 510.0][1057.0 447.0][1113.0 450.0][1116.0 481.0][1128.0 484.0][1125.0 503.0][1118.0 518.0][1069.0 518.0]]
1532402927616,47,7,3,[[355.0 408.0][469.0 408.0][555.61 411.78][559.0 430.0][586.0 430.0][605.0 457.0][567.0 466.0][537.0 464.0][520.0 472.0][362.0 469.0]]
1532402927616,48,2,6,[[462.0 474.0][452.0 471.0][445.0 461.0][461.0 455.0][479.0 447.0][498.0 455.0][515.0 457.0][540.0 464.0][537.0 474.0][503.0 474.0]]
1532402927616,49,2,5,[[1454.0 500.0][1433.0 500.0][1429.864 496.0][1435.475 484.0][1454.0 476.0][1491.0 474.0][1506.0 484.0][1525.0 491.0][1525.0 506.0][1493.0 506.0]]
1532402927616,50,2,4,[[1581.0 510.0][1555.0 506.0][1535.0 503.0][1547.0 493.0][1566.0 489.0][1599.475 476.0][1594.0 515.0]]
1532402927616,44,13,0,[[476.0 486.0][476.0 462.0][706.0 467.0][705.0 494.0]]
1532402927616,51,2,2,[[720.0 530.0][720.0 484.0][727.0 452.0][784.0 454.0][796.0 481.0][793.0 533.0]]
1532402927616,52,2,3,[[940.0 506.0][947.0 479.0][945.0 462.0][989.0 462.0][1000.0 483.0][996.0 508.0]]
1532402927616,53,2,1,[[1164.0 555.0][1127.0 547.0][1123.0 511.0][1137.0 488.0][1150.0 469.0][1181.0 464.0][1210.0 464.0][1240.0 464.0][1262.0 559.0]]
1532402927616,54,0,2,[[835.0 496.0][835.0 471.0][842.0 457.0][847.0 471.0][847.0 498.0]]
1532402927616,55,0,1,[[810.0 494.0][811.0 479.0][818.0 455.0][828.0 461.0][822.0 477.0][815.0 496.0]]
1532402927616,56,9,0,[[889.0 442.0][886.0 413.0][901.0 416.0][903.0 438.0]]
1532402927616,57,9,0,[[947.0 403.0][942.0 377.0][954.0 374.0][955.0 393.0]]
1532402927620,29,19,0,[[147.0 697.0][143.0 677.0][170.0 644.0][682.0 529.0][722.0 542.0][766.0 544.0][805.0 538.0][830.0 519.0][930.0 515.0][927.0 537.0][1034.0 515.0][1073.0 535.0][1164.0 574.0][1306.0 558.0][1594.0 620.0][1594.0 894.0][2.0 892.0][3.0 830.0][79.0 817.0]]
1532402927620,30,30,0,[[-1.0 1.0][1601.085 -0.695][1606.475 901.695][-2.695 910.949][0.881 382.797]]
1532402927620,31,58,0,[[-20.339 931.983][-2.169 243.78][123.0 235.0][148.576 162.508][204.339 124.695][284.373 105.018][314.848 119.882][309.508 120.27][231.457 26.83][245.543 17.831][262.237 16.746][340.424 54.17][306.577 1.543][375.898 3.238][420.05 43.949][477.813 39.949][499.679 31.474][521.542 1.101][555.357 5.017][597.56 101.153][603.085 143.696][615.085 145.39][628.695 138.221][626.611 111.44][641.61 75.542][655.0 50.034][688.899 41.915][714.627 60.22][722.932 94.424][750.356 87.17][767.525 102.949][743.237 139.713][721.865 159.136][721.864 180.425][699.406 207.848][694.068 231.713][705.983 254.966][721.933 284.525][738.525 291.135][753.781 294.881][768.78 297.356][777.779 290.779][784.61 272.61][803.221 253.355][826.999 247.017][855.253 247.238][876.119 257.017][902.813 271.101][919.559 274.102][946.949 275.796][972.034 272.239][993.204 282.373][1019.627 306.577][1007.899 297.797][1028.814 313.559][1040.152 309.271][1043.762 325.051][1048.678 316.442][1054.118 314.915][1070.338 306.136][1095.814 300.881][1121.678 301.577][1146.932 312.797][1160.152 331.881][1190.712 329.712][1189.678 329.882][1210.068 338.746][1216.254 350.033][1240.085 343.729][1270.644 336.593][1292.288 324.763][1315.068 313.458][1328.373 263.695][1346.763 253.475][1366.847 231.525][1386.119 214.576][1417.983 220.22][1426.204 196.135][1460.593 178.999][1484.509 167.355][1518.627 165.543][1542.238 168.982][1567.678 160.729][1596.373 150.424][1603.204 179.543][1609.864 179.407][1626.814 923.424]]
1532402927620,32,13,0,[[-8.864 -1.695][260.966 -0.085][252.492 8.287][254.052 40.0][255.271 59.052][252.406 84.695][246.491 123.203][235.271 165.492][222.882 245.084][191.186 515.17][1.0 550.0]]
1532402927620,33,13,0,[[1135.05 458.729][1139.848 334.78][1152.458 329.61][1163.593 328.61][1175.898 328.305][1195.931 323.423][1194.585 285.996][1202.593 284.611][1241.542 282.61][1255.763 271.0][1273.983 261.78][1309.355 240.0][1350.084 214.83][1349.052 186.408][1387.221 170.763][1491.406 172.458][1380.373 230.085][1415.153 258.729][1598.0 264.0][1606.475 502.525][1338.848 467.237][1212.678 465.271]]
1532402927620,34,57,0,[[0.0 923.508][-21.034 719.458][-4.254 714.796][250.644 650.677][456.677 597.728][590.983 568.508][674.441 545.592][665.203 512.781][738.135 518.001][943.712 545.728][947.322 500.864][1032.932 493.001][1162.236 513.135][1358.577 563.44][1499.627 595.966][1646.847 631.576][1606.169 908.254]]
1532402927620,35,13,0,[[1336.695 561.949][1330.0 488.0][1394.0 491.0][1398.0 549.0][1454.0 562.0][1462.0 527.0][1472.0 528.0][1477.0 559.0][1484.0 533.0][1489.0 533.0][1494.0 559.0][1500.0 513.0][1600.0 513.0][1598.085 616.39]]
1532402927620,37,7,2,[[347.39 465.169][349.0 405.0][537.0 420.0][579.0 435.0][612.695 472.475]]
1532402927620,38,7,1,[[1091.0 520.0][1089.0 489.0][1096.0 457.0][1145.0 457.0][1147.0 486.0][1161.0 486.0][1155.0 525.0]]
1532402927620,39,2,4,[[455.0 489.0][457.0 471.0][469.0 461.0][501.0 464.0][533.0 469.0][544.0 486.0][540.0 496.0][483.0 493.0]]
1532402927620,36,13,0,[[496.0 493.0][493.0 469.0][700.0 476.0][705.0 508.0]]
1532402927620,40,2,3,[[713.0 537.0][708.0 528.0][708.0 491.0][715.0 466.0][730.0 461.0][792.559 462.695][796.0 537.0]]
1532402927620,41,2,2,[[964.0 508.0][964.0 489.0][969.0 471.0][1006.0 472.0][1008.0 491.0][1010.0 510.0]]
1532402927620,42,2,1,[[1216.0 567.0][1206.0 549.0][1184.0 547.0][1179.0 554.0][1172.0 555.0][1169.0 537.0][1177.0 503.0][1198.0 481.0][1222.0 466.0][1264.0 466.0][1300.0 466.0][1320.0 477.0][1329.78 517.695][1333.0 552.0][1332.0 569.0]]
1532402927620,43,0,6,[[1466.0 515.0][1459.0 493.0][1464.0 483.0][1469.0 484.0][1469.0 516.0]]
1532402927620,44,0,5,[[1437.0 518.0][1437.0 493.0][1442.0 476.0][1444.0 494.0][1445.0 518.0]]
1532402927620,45,0,4,[[845.0 506.0][847.0 483.0][852.0 467.0][862.0 471.0][859.0 488.0][850.0 503.0]]
1532402927620,47,0,3,[[825.0 501.0][822.0 484.0][827.0 459.0][833.0 461.0][837.0 471.0][833.0 483.0][832.0 500.0]]
1532402927620,48,0,1,[[481.0 508.0][479.0 494.0][479.0 471.0][484.0 459.0][489.0 476.0][489.0 496.0][491.0 511.0]]
1532402927620,49,0,2,[[806.0 505.0][808.0 479.0][813.0 461.0][818.0 474.0][815.0 491.0][813.0 501.0]]
1532402927620,50,9,0,[[898.0 450.475][896.0 420.0][916.0 420.0][915.0 447.0]]
1532402927620,51,9,0,[[955.0 401.0][952.0 374.0][971.0 374.0][972.0 399.085]]
1532402927612,1,30,0,[[-1.0 1.0][1601.085 -0.695][1606.475 901.695][-2.695 910.949][0.881 382.797]]
1532402927612,2,58,0,[[-20.339 931.983][-2.169 243.78][123.0 235.0][274.0 232.0][350.102 229.78][374.203 206.713][375.865 174.119][382.389 154.169][378.915 157.339][418.424 158.509][465.627 186.238][459.068 132.136][484.543 135.441][526.746 177.814][548.864 167.678][569.339 165.373][584.424 172.152][597.813 141.779][621.458 138.915][622.983 182.509][635.288 191.153][642.203 203.017][642.254 212.797][650.339 221.61][645.0 223.0][655.0 228.0][655.0 247.0][668.864 231.407][680.559 216.458][691.034 199.034][699.729 186.0][709.339 183.78][721.865 181.17][732.034 193.984][745.169 209.543][775.424 216.458][724.627 275.305][715.153 308.254][752.084 306.39][767.34 310.136][762.0 316.0][781.169 297.559][788.0 276.0][813.39 265.22][833.779 265.661][853.559 274.356][876.119 287.525][889.254 291.44][906.0 289.356][930.0 299.525][951.695 295.967][976.255 302.712][990.813 326.915][980.78 319.831][1010.17 330.508][1014.729 331.305][1031.898 333.526][1046.983 326.611][1057.508 318.305][1075.423 316.305][1092.424 314.44][1119.983 328.695][1109.644 341.61][1124.559 352.22][1138.169 353.441][1149.0 357.0][1166.0 354.0][1216.254 358.508][1240.085 343.729][1270.644 336.593][1292.288 324.763][1315.068 313.458][1328.373 263.695][1346.763 253.475][1366.847 231.525][1386.119 214.576][1417.983 220.22][1456.712 218.169][1479.237 204.423][1518.407 201.254][1547.441 196.051][1571.051 175.762][1581.238 155.644][1599.763 152.119][1601.509 135.475][1608.169 140.424][1626.814 923.424]]
1532402927612,3,13,0,[[-8.864 -1.695][401.644 1.61][401.644 94.728][416.764 104.407][414.593 108.204][382.915 120.288][377.0 148.627][369.17 190.915][361.865 248.474][335.254 532.119][1.0 550.0]]
1532402927612,4,13,0,[[1085.898 473.983][1089.0 328.0][1111.78 333.0][1128.0 332.0][1158.949 328.305][1167.118 292.915][1206.449 279.216][1180.559 294.78][1189.0 286.0][1218.475 279.475][1248.56 270.254][1294.101 241.695][1290.762 228.39][1293.119 211.831][1326.204 197.882][1404.966 202.966][1380.373 230.085][1415.153 258.729][1598.0 264.0][1598.0 511.0][1296.475 494.356][1185.559 482.22]]
1532402927612,8,0,3,[[825.0 503.0][825.0 481.0][832.0 467.0][835.0 479.0][832.0 503.0]]
1532402927612,9,0,2,[[801.0 505.0][798.0 483.0][800.0 462.0][810.0 457.0][815.0 464.0][811.0 477.0][810.0 503.0]]
1532402927612,10,13,0,[[1201.085 546.475][1189.39 492.61][1249.0 498.0][1333.0 511.0][1454.0 520.0][1598.0 528.0][1600.0 644.0]]
1532402927612,12,57,0,[[0.0 923.508][-21.034 719.458][-7.644 711.406][243.864 643.898][454.982 587.559][580.814 556.644][686.305 535.423][702.491 514.475][829.661 531.56][911.509 538.949][906.644 502.559][1019.373 504.865][1138.508 531.779][1289.085 568.525][1462.339 609.525][1641.762 650.22][1606.169 908.254]]
1532402927612,5,7,1,[[1.0 0.0][40.0 3.0][135.0 66.0][223.61 125.169][279.0 162.0][343.78 199.22][361.0 230.0][350.0 327.0][379.0 338.0][405.0 398.0][410.0 466.0][416.0 569.0][415.0 628.0][389.0 666.0][350.0 672.0][311.0 655.0][181.0 701.0][3.0 781.0]]
1532402927612,6,13,0,[[263.695 755.085][266.0 720.0][267.0 696.0][277.0 686.0][271.0 600.0][271.0 532.0][340.0 535.0][359.0 652.0][361.0 679.0][377.0 677.0][386.0 700.0][388.0 740.0]]
1532402927612,7,0,1,[[394.0 500.0][408.0 489.0][400.0 476.0][398.0 455.0][403.0 437.0][422.0 440.0][428.0 459.0][432.0 489.0][442.0 498.0][438.0 542.0][442.0 596.0][435.0 642.0][438.0 735.0][377.0 740.0][393.0 718.0][396.0 693.0][389.0 642.0][388.0 596.0][384.0 561.0][383.0 542.0][367.0 527.0][355.0 503.0][347.0 481.0][354.0 472.0][379.0 498.0]]
1532402927612,14,2,3,[[933.0 520.0][925.0 489.0][933.0 476.0][954.0 477.0][974.0 479.0][979.0 489.0][984.0 520.0]]
1532402927612,15,2,2,[[1103.0 554.0][1083.864 543.695][1079.0 523.0][1089.0 496.0][1110.0 476.0][1145.0 476.0][1172.0 476.0][1187.78 514.695][1186.39 552.0]]
1532402927612,16,7,3,[[459.0 464.0][433.0 459.0][408.0 413.0][544.0 417.78][557.0 437.085][608.475 438.0][611.0 471.0]]
1532402927612,13,2,4,[[481.0 483.0][462.0 474.0][471.0 462.0][494.0 457.0][520.0 459.0][544.0 466.0][554.0 469.0][545.0 483.0]]
1532402927612,11,13,0,[[484.0 489.0][486.0 472.0][713.0 477.0][711.0 505.0]]
1532402927612,17,2,1,[[722.0 532.0][722.0 510.0][718.0 477.0][733.0 466.0][784.0 464.0][793.0 496.0][789.0 537.0]]
1532402927612,19,7,2,[[1072.0 523.0][1030.0 522.0][1027.0 501.0][1027.0 481.0][1025.0 464.0][1048.305 462.39][1077.0 466.0][1093.0 464.0][1094.0 483.0][1079.0 508.0]]
1532402927612,20,2,5,[[1388.0 511.0][1367.0 508.0][1369.0 500.0][1396.0 494.0][1427.0 488.0][1450.0 493.0][1469.0 501.0][1464.0 518.0]]
1532402927612,21,2,6,[[1505.0 516.0][1491.0 516.0][1469.0 515.0][1472.0 505.0][1489.0 501.0][1515.0 491.0][1544.0 489.0][1569.0 489.0][1584.0 501.0][1583.0 528.0]]
1532402927612,22,9,0,[[872.0 454.0][871.0 432.0][883.0 432.0][884.0 454.0]]
1532402927612,23,9,0,[[930.0 410.0][925.0 386.0][940.0 386.0][940.0 406.0]]
1532402927624,1,30,0,[[-1.0 1.0][1601.085 -0.695][1606.475 901.695][-2.695 910.949][0.881 382.797]]
